,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,62,Madrid,5,Familia
1,Hombre,56,Madrid,5,Familia
2,Hombre,26,Madrid ,5,Familia
3,Mujer,23,Madrid ,5,Familia
4,Mujer,67,Madrid,5,Familia
5,Hombre,70,Madrid,5,Familia
6,Hombre,36,Madrid ,5,Familia
7,Hombre,34,Madrid,5,Familia
8,Hombre,2,Madrid ,5,Familia
9,Mujer,30,Madrid,5,Familia
10,Mujer,33,Madrid,5,Familia
11,Hombre,4,Madrid,5,Familia
12,Hombre,1,Madrid,5,Familia
13,Mujer,37,Madrid,4,Familia
14,Hombre,40,Madrid,4,Familia
15,Mujer,8,Madrid,4,Familia
16,Mujer,8,Madrid,4,Familia
17,Hombre,57,Malaga,3,Familia
18,Hombre,57,Malaga,3,Familia
19,Mujer,25,Madrid,5,Estudios de Primaria/Secundaria
20,Mujer,25,Madrid,5,Estudios de Primaria/Secundaria
21,Mujer,24,Madrid,4,A través de otra persona
22,Hombre,27,Madrid,4,A través de otra persona
23,Hombre,27,Madrid,3,A través de otra persona
24,Hombre,27,Madrid,3,A través de otra persona
25,Hombre,27,Madrid,4,A través de otra persona
26,Hombre,27,Madrid,4,A través de otra persona
27,Hombre,27,Madrid,4,A través de otra persona
28,Mujer,24,Madrid,2,A través de otra persona
29,Mujer,26,Madrid,4,A través de otra persona
30,Mujer,26,Madrid,4,A través de otra persona
31,Hombre,28,Madrid,3,A través de otra persona
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
