,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,57,Alfajarin,5,Familia
1,Hombre,62,Alfajarín,5,Familia
2,Hombre,29,Madrid,5,A través de otra persona
3,Mujer,28,Madrid,4,A través de otra persona
4,Mujer,25,Gotemburgo,4,A través de otra persona
5,Mujer,29,Zaragoza,4,A través de otra persona
6,Hombre,31,Barcelona,3,A través de otra persona
7,Mujer,32,Madrid,3,A través de otra persona
8,Hombre,35,Madrid,4,Trabajo
9,Mujer,29,Alfajarin,5,Familia
10,Mujer,29,Madrid,4,A través de otra persona
11,Hombre,29,Madrid,2,A través de otra persona
12,Mujer,29,Madrid,4,A través de otra persona
13,Mujer,30,Madrid,4,Vecino/a
14,Mujer,28,Zaragoza,4,Estudios de Primaria/Secundaria
15,Mujer,29,MArid,4,Estudios Superiores
16,Hombre,29,Monzalbarba,5,Estudios Superiores
17,Hombre,29,Zaragoza,3,A través de otra persona
18,Hombre,34,Zaragoza,3,Estudios Superiores
19,Mujer,29,La Puebla de Alfindén,3,Estudios de Primaria/Secundaria
20,Hombre,29,Alfajarín,4,Estudios de Primaria/Secundaria
21,Hombre,28,Madrid,3,Trabajo
22,Hombre,30,Madrid,4,Trabajo
23,Hombre,28,Madrid,3,A través de otra persona
24,Hombre,34,Madrid,3,Trabajo
25,Mujer,42,Madrid,3,Trabajo
26,Mujer,30,Londres,3,Estudios de Primaria/Secundaria
27,Mujer,27,Alcalá de Ebro,3,A través de otra persona
28,Hombre,29,MAdrid,3,A través de otra persona
29,Mujer,30,Madrid,2,A través de otra persona
30,Mujer,28,Madrid,2,A través de otra persona
31,Mujer,30,Madrid,1,A través de otra persona
32,Hombre,29,Madrid,1,A través de otra persona
33,Hombre,29,Nuez de Ebro,3,Estudios de Primaria/Secundaria
34,Mujer,30,Osera de Ebro,4,Vecino/a
35,Hombre,23,Madrid,2,Vecino/a
36,Hombre,29,Bilbao,4,A través de otra persona
37,Mujer,27,Madrid,4,A través de otra persona
38,Mujer,27,Madrid,3,A través de otra persona
39,Mujer,27,Madrid,2,A través de otra persona
40,Hombre,29,Madrid,4,A través de otra persona
41,Mujer,30,Zaragoza,3,Estudios de Primaria/Secundaria
42,Hombre,31,Zaragoza,3,Vecino/a
43,Mujer,28,Zaragoza,2,A través de otra persona
44,Hombre,27,Zaragoza,2,A través de otra persona
