,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,25,Madrid,5,Estudios Superiores
1,Mujer,29,Madrid,4,Estudios Superiores
2,Mujer,26,Madrid,3,Estudios Superiores
3,Mujer,29,Madrid,2,Estudios Superiores
4,Mujer,25,Madrid,5,Estudios Superiores
5,Mujer,25,Madrid,3,A través de otra persona
6,Hombre,29,Madrid,5,Otro
7,Mujer,56,Madrid,4,A través de otra persona
8,Hombre,62,Madrid,4,A través de otra persona
9,Mujer,26,Perú,4,Estudios Superiores
10,Mujer,26,Tenerife,2,A través de otra persona
11,Mujer,26,Madrid,4,Trabajo
12,Mujer,45,Madrid,3,Trabajo
13,Hombre,32,Madrid,3,Trabajo
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
