,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,50.0,Madrid ,5.0,Familia
1,Hombre,56.0,Madrid,5.0,Familia
2,Hombre,20.0,Madrid,5.0,Familia
3,Hombre,26.0,Madrid,5.0,A través de otra persona
4,Mujer,2.0,Madrid,5.0,Familia
5,Mujer,64.0,Madrid,2.0,A través de otra persona
6,Hombre,71.0,Madrid,2.0,A través de otra persona
7,Mujer,32.0,Madrid,3.0,A través de otra persona
8,Hombre,28.0,Zamora,2.0,A través de otra persona
9,Hombre,15.0,Zamora,3.0,A través de otra persona
10,Mujer,48.0,Madrid,1.0,Trabajo
11,Mujer,55.0,Madrid,1.0,Trabajo
12,Mujer,55.0,Madrid,1.0,Trabajo
13,Mujer,58.0,Madrid,2.0,Trabajo
14,Mujer,28.0,Madrid,1.0,Trabajo
15,Mujer,76.0,Madrid,1.0,Vecino/a
16,Mujer,42.0,Madrid,1.0,Vecino/a
17,Hombre,55.0,Madrid,2.0,Trabajo
18,Hombre,24.0,Madrid,1.0,Estudios Superiores
19,Hombre,32.0,Madrid ,1.0,A través de otra persona
20,Mujer,43.0,Zaragoza,1.0,Trabajo
21,Mujer,45.0,Madrid,1.0,Trabajo
22,Mujer,48.0,Zaragoza ,1.0,Trabajo
23,Hombre,51.0,Zaragoza ,1.0,Trabajo
24,Mujer,40.0,Madrid,1.0,Trabajo
25,Hombre,42.0,Madrid,1.0,Trabajo
26,Hombre,34.0,Madrid ,1.0,Estudios Superiores
27,Hombre,54.0,Madrid,1.0,Trabajo
28,Hombre,45.0,Madrid,1.0,Trabajo
29,Hombre,55.0,Madrid ,3.0,Trabajo
