,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,21,Inglaterra,5,Estudios de Primaria/Secundaria
1,Mujer,22,España,5,Aficiones comunes
2,Hombre,22,España,3,Estudios de Primaria/Secundaria
3,Hombre,21,Francia,4,Estudios de Primaria/Secundaria
4,Hombre,22,España,3,Estudios de Primaria/Secundaria
5,Hombre,22,España,3,Estudios de Primaria/Secundaria
6,Mujer,55,España,4,Familia
7,Hombre,58,España,3,Familia
8,Hombre,22,España,2,A través de otra persona
9,Hombre,22,España,2,A través de otra persona
10,Hombre,22,España,2,A través de otra persona
11,Hombre,22,Inglaterra,3,Estudios de Primaria/Secundaria
12,Hombre,20,España,3,A través de otra persona
13,Hombre,24,Inglaterra,2,A través de otra persona
14,Mujer,22,España,2,A través de otra persona
15,Mujer,22,España,4,Estudios de Primaria/Secundaria
16,Mujer,21,España,4,Estudios de Primaria/Secundaria
17,Mujer,22,España,3,Estudios de Primaria/Secundaria
18,Mujer,22,Inglaterra,2,Estudios de Primaria/Secundaria
19,Mujer,24,Holanda,2,A través de otra persona
20,Mujer,25,España,2,Estudios Superiores
21,Mujer,25,Holanda,2,A través de otra persona
22,Hombre,22,España,3,Estudios Superiores
23,Hombre,22,España,4,Estudios Superiores
24,Hombre,22,España,2,Estudios Superiores
25,Mujer,22,España,3,Estudios Superiores
26,Mujer,22,España,3,Estudios Superiores
27,Hombre,22,España,3,Estudios Superiores
28,Hombre,22,España,2,Estudios Superiores
29,Mujer,22,España,3,Estudios Superiores
