,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,30,Madrid,2,Trabajo
1,Mujer,37,Madrid,4,Aficiones comunes
2,Mujer,29,Madrid,1,Trabajo
3,Mujer,30,Valencia,5,Aficiones comunes
4,Mujer,29,Castellón,2,Estudios Superiores
5,Mujer,30,Vigo,2,Estudios Superiores
6,Mujer,30,Madrid,1,Estudios Superiores
7,Mujer,74,Madrid,4,Familia
8,Hombre,35,Madrid,1,Trabajo
9,Mujer,45,Madrid,1,Trabajo
10,Hombre,50,Madrid,1,Trabajo
11,Mujer,30,Madrid,4,Aficiones comunes
12,Hombre,32,Madrid,3,A través de otra persona
13,Hombre,67,Madrid,4,Familia
14,Mujer,40,Madrid,2,A través de otra persona
15,Mujer,63,Almería,5,Familia
16,Hombre,34,Madrid,5,Aficiones comunes
17,Hombre,32,Almería,5,Aficiones comunes
18,Mujer,63,Madrid,1,Trabajo
19,Mujer,40,Madrid,1,Trabajo
20,Mujer,38,Chile,1,Trabajo
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
