,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,23.0,"Alcorcón, España",5.0,Estudios Superiores
1,Mujer,24.0,"Madrid, España",4.0,Vecino/a
2,Mujer,23.0,"Getafe, España",5.0,Estudios Superiores
3,Mujer,23.0,"Madrid, España",3.0,Estudios de Primaria/Secundaria
4,Mujer,24.0,"Madrid, España",5.0,Estudios de Primaria/Secundaria
5,Hombre,24.0,"Madrid, España",3.0,Estudios Superiores
6,Mujer,22.0,"Madrid, España",4.0,Otro
7,Hombre,24.0,"Alicante, España",4.0,Vecino/a
8,Hombre,24.0,"Madrid, España",4.0,Estudios de Primaria/Secundaria
9,Hombre,22.0,"Madrid, España",5.0,Familia
10,Mujer,26.0,"Madrid, España",5.0,Familia
11,Hombre,23.0,"Toledo, España",3.0,Estudios Superiores
12,Mujer,24.0,"Oviedo, España",4.0,A través de otra persona
13,Hombre,24.0,"Barcelona, España",3.0,A través de otra persona
14,Hombre,24.0,"Madrid, España",4.0,Estudios de Primaria/Secundaria
15,Hombre,23.0,"Madrid, España",5.0,Estudios de Primaria/Secundaria
16,Hombre,23.0,"Madrid, España",3.0,Estudios de Primaria/Secundaria
17,Hombre,26.0,"Madrid, España",3.0,Trabajo
18,Mujer,23.0,"Madrid, España",4.0,Estudios Superiores
19,Mujer,24.0,"Madrid, España",3.0,Trabajo
20,Hombre,24.0,"Madrid, España",4.0,Estudios Superiores
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
