,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,33.0,Madrid,2.0,Estudios de Primaria/Secundaria
1,Hombre,33.0,Madrid,2.0,Estudios de Primaria/Secundaria
2,Hombre,33.0,Madrid,4.0,A través de otra persona
3,Mujer,31.0,Getafe,5.0,Trabajo
4,Hombre,45.0,Barcelona,4.0,Trabajo
5,Mujer,40.0,Madrid,1.0,Aficiones comunes
6,Hombre,56.0,Getafe,4.0,Trabajo
7,Mujer,54.0,Getafe,1.0,Trabajo
8,Hombre,69.0,Getafe,1.0,A través de otra persona
9,Mujer,32.0,San Martin de la Vega ,3.0,A través de otra persona
10,Mujer,41.0,Madrid,1.0,A través de otra persona
11,Hombre,40.0,Fuerteventura,1.0,A través de otra persona
12,Mujer,39.0,Fuerteventura ,5.0,Familia
13,Mujer,36.0,Leganes,5.0,Familia
14,Hombre,22.0,Leganes ,1.0,A través de otra persona
15,Hombre,32.0,Madrid,1.0,A través de otra persona
16,Hombre,27.0,Toledo,2.0,A través de otra persona
17,Mujer,48.0,Toledo,2.0,A través de otra persona
18,Hombre,50.0,Toledo,2.0,A través de otra persona
19,Hombre,47.0,Madrid,1.0,Trabajo
20,Hombre,56.0,Madrid,1.0,Trabajo
21,Hombre,66.0,Madrid,1.0,Trabajo
22,Hombre,43.0,Madrid,1.0,Trabajo
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
