,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,30.0,Madrid,3.0,Aficiones comunes
1,Hombre,50.0,Madrid,4.0,Estudios Superiores
2,Hombre,51.0,Madrid,2.0,A través de otra persona
3,Mujer,32.0,Madrid,2.0,Aficiones comunes
4,Hombre,53.0,Madrid,4.0,Trabajo
5,Mujer,29.0,Madrid,1.0,Estudios de Primaria/Secundaria
6,Mujer,56.0,Madrid,3.0,Vecino/a
7,Mujer,40.0,Madrid,5.0,Trabajo
8,Hombre,37.0,Guadalajara,3.0,Otro
9,Hombre,40.0,Toledo,4.0,A través de otra persona
10,Hombre,38.0,Madrid,5.0,Familia
11,Hombre,50.0,Madrid,5.0,Familia
12,Mujer,52.0,Mallorca,2.0,Trabajo
13,Mujer,75.0,Toledo,2.0,A través de otra persona
14,Mujer,28.0,Madrid,1.0,Otro
15,Mujer,25.0,Madrid,2.0,Aficiones comunes
16,Mujer,30.0,Madrid,3.0,Vecino/a
17,Hombre,37.0,Madrid,4.0,Trabajo
18,Mujer,62.0,Madrid,5.0,Estudios Superiores
19,Mujer,39.0,Madrid,1.0,Familia
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
