,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,20.0,Madrid,5.0,Estudios de Primaria/Secundaria
1,Mujer,19.0,Madrid,5.0,Estudios de Primaria/Secundaria
2,Mujer,18.0,Madrid,5.0,Familia
3,Mujer,49.0,Madrid,4.0,Familia
4,Hombre,57.0,Madrid,2.0,Familia
5,Mujer,24.0,Madrid,3.0,Familia
6,Mujer,15.0,Madrid,5.0,Familia
7,Hombre,15.0,Madrid,4.0,Familia
8,Mujer,20.0,Bilbao,3.0,Trabajo
9,Hombre,19.0,Bilbao ,5.0,Trabajo
10,Hombre,1.0,Madrid,5.0,Familia
11,Mujer,19.0,Madrid ,4.0,Estudios de Primaria/Secundaria
12,Mujer,20.0,Madrid,3.0,Estudios de Primaria/Secundaria
13,Mujer,19.0,Madrid ,2.0,Estudios de Primaria/Secundaria
14,Mujer,19.0,Madrid,1.0,Estudios de Primaria/Secundaria
15,Mujer,20.0,Madrid,4.0,Estudios de Primaria/Secundaria
16,Mujer,55.0,México,3.0,Familia
17,Mujer,20.0,Madrid,4.0,Estudios Superiores
18,Mujer,19.0,Madrid ,5.0,Estudios Superiores
19,Mujer,20.0,Murcia ,2.0,Estudios Superiores
20,Hombre,19.0,Madrid,1.0,A través de otra persona
21,Mujer,19.0,Madrid ,3.0,Estudios Superiores
22,Mujer,19.0,Madrid,2.0,Estudios Superiores
23,Mujer,20.0,Madrid ,3.0,Estudios Superiores
24,Mujer,20.0,Madrid,4.0,Estudios Superiores
25,Hombre,23.0,Madrid ,2.0,Estudios Superiores
26,Hombre,19.0,Madrid,1.0,Estudios Superiores
27,Mujer,21.0,México,2.0,Trabajo
28,Mujer,22.0,Mexico ,3.0,Trabajo
29,Mujer,18.0,Nueva York ,3.0,Trabajo
30,Mujer,18.0,"Wisconsin, EEUU",4.0,Estudios de Primaria/Secundaria
31,Mujer,37.0,"Wisconsin, EEUU",4.0,Otro
32,Hombre,21.0,Madrid,2.0,Trabajo
33,Mujer,18.0,Madrid ,2.0,A través de otra persona
34,Mujer,20.0,Madrid ,2.0,Aficiones comunes
35,Mujer,19.0,Madrid,3.0,Estudios de Primaria/Secundaria
36,Mujer,19.0,Madrid,3.0,Estudios de Primaria/Secundaria
37,Hombre,27.0,Madrid ,1.0,Aficiones comunes
38,Mujer,19.0,Madrid,1.0,Estudios de Primaria/Secundaria
39,Mujer,21.0,Madrid ,2.0,Aficiones comunes
40,Mujer,18.0,Madrid,1.0,Aficiones comunes
41,Mujer,65.0,Madrid ,4.0,Familia
42,Mujer,63.0,Madrid ,3.0,Familia
43,Mujer,40.0,Cantabria ,2.0,Familia
44,Mujer,42.0,Madrid ,2.0,Familia
